association,score,general_aspect,review_text,hotel,location,review_rating
cafe bastante gostamos,4,comida,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
estadia perfeita,5,estadia,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel encantador,5,hotel,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
localizacao encantador,5,localizacao,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
localizacao encantador,4,localizacao,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
atendimento encantador,4,servico,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
limpeza encantador,4,servico,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
pequeno almoco encantador,4,comida,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
almoco encantador,4,comida,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
tudo perfeito,5,outros,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel amo,4,hotel,"Como das outras vezes foi uma perfeita estadia. Tudo no hotel e encantador. A localizacao, o atendimento, a limpeza, o pequeno almoco, tudo mesmo. Do check-in ao check-out tudo perfeito. Amo este hotel! ! ! ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel maravilhoso,5,hotel,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
dias sensacionais,4,outros,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel confortavel,4,hotel,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
centro perto,3,instalacoes|zona|localizacao,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
atracoes perto,4,zona,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
equipe atenciosa,4,servico,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
cafe da manha espetacular,5,comida,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
cafe espetacular,5,comida,"Eu e marido nos hospedamos mais uma vez nesse hotel maravilhoso. Dessa vez foram 5 noites em agosto e 6 noites em setembro. Todos os dias da estadia foram sensacionais. Hotel hiper confortavel, perto das melhores atracoes no centro de Lisboa. Equipe hiper atenciosa e profissional. Cafe da manha espetacular. Recomendo e volto sempre que vou a Lisboa. ",Hotel Avenida Palace,Distrito de Lisboa,5
atedimento beleza,3,servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
atedimento excepcional,5,servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
disponibilidade simpatia,3,servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
profissionalismo simpatia,3,servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
servico excelente,5,servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
servico de bar excelente,5,comida|servico,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
bar excelente,5,comida|instalacoes|zona,"De uma beleza exuberante e um atedimento excepcional. A simpatia, disponibilidade e profissionalismo da Patricia Santos foram um marco diferenciador na passagem pelo Hotel Avenida Palace. O servico de bar que nos foi prestado foi excelente. ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel excelente,5,hotel,"Atendimento, localizacao e hotel excelente. Tudo nota dez. Quarto limpo e sem carpe e de madeira. Localizacao proxima de tudo. Gostamos muito. Vale a pena. Recomendo. Hotel com historia . O atendimento e excelente sem contar que no hall tem a toda hora, licor e cafe a vontade. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,5
localizacao excelente,5,localizacao,"Atendimento, localizacao e hotel excelente. Tudo nota dez. Quarto limpo e sem carpe e de madeira. Localizacao proxima de tudo. Gostamos muito. Vale a pena. Recomendo. Hotel com historia . O atendimento e excelente sem contar que no hall tem a toda hora, licor e cafe a vontade. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,5
quarto limpo,4,instalacoes,"Atendimento, localizacao e hotel excelente. Tudo nota dez. Quarto limpo e sem carpe e de madeira. Localizacao proxima de tudo. Gostamos muito. Vale a pena. Recomendo. Hotel com historia . O atendimento e excelente sem contar que no hall tem a toda hora, licor e cafe a vontade. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,5
atendimento excelente,5,servico,"Atendimento, localizacao e hotel excelente. Tudo nota dez. Quarto limpo e sem carpe e de madeira. Localizacao proxima de tudo. Gostamos muito. Vale a pena. Recomendo. Hotel com historia . O atendimento e excelente sem contar que no hall tem a toda hora, licor e cafe a vontade. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,5
tudo proxima,4,outros,"Atendimento, localizacao e hotel excelente. Tudo nota dez. Quarto limpo e sem carpe e de madeira. Localizacao proxima de tudo. Gostamos muito. Vale a pena. Recomendo. Hotel com historia . O atendimento e excelente sem contar que no hall tem a toda hora, licor e cafe a vontade. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,5
tudo muito auxiliados,4,outros,"Fomos muito bem auxiliados em tudo que precisamos, inclusive na disponibilidade de cafe da manha as 06hs:30mn. O hotel se encontra proximo as prais e a diversos centros comerciais para se aproveitar ao maximo bares, restaurantes e compras. ",PortoBay Falesia,Distrito de Faro,5
centros comerciais aproveitar,3,zona,"Fomos muito bem auxiliados em tudo que precisamos, inclusive na disponibilidade de cafe da manha as 06hs:30mn. O hotel se encontra proximo as prais e a diversos centros comerciais para se aproveitar ao maximo bares, restaurantes e compras. ",PortoBay Falesia,Distrito de Faro,5
centros comerciais proximo,4,zona,"Fomos muito bem auxiliados em tudo que precisamos, inclusive na disponibilidade de cafe da manha as 06hs:30mn. O hotel se encontra proximo as prais e a diversos centros comerciais para se aproveitar ao maximo bares, restaurantes e compras. ",PortoBay Falesia,Distrito de Faro,5
quartos limpos,4,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
quartos amplos,3,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
piscina grande,3,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
jacuzzi bela,4,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
piscina externa grande,3,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
buffet farto,4,servico,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
funcionarios atenciosos,4,servico,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
area magnifica,5,instalacoes,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
area externa magnifica,5,zona|localizacao,"Quartos limpos e amplos, piscina externa grande, bela jacuzzi. Funcionarios atenciosos, buffet farto, varias comidas e bebidas. a visao que se tem da area externa do hotel e magnifica, com o mar e as falesias a sua frente. ",PortoBay Falesia,Distrito de Faro,5
localizacao excelente,5,localizacao,"Localizacao excelente. Mostra uma elevada qualidade de servicos e assistencia de staff. Servicos de F&B estao de acordo com a categoria do Hotel, assim como a atencao e cuidado ao cliente. Ambiente requintado, elegante e moderno. ",Hotel NH Collection Porto Batalha,Distrito do Porto,4
